run_id,R_a,R_b,R_c,DG1_PWM1,DG1_PWM2,DG1_PWM3,DG1_PWM4,DG1_PWM5,DG1_PWM6,DG2_PWM1,DG2_PWM2,DG2_PWM3,DG2_PWM4,DG2_PWM5,DG2_PWM6,V1_a,V1_b,V1_c,I1_a,I1_b,I1_c,V2_a,V2_b,V2_c,I2_a,I2_b,I2_c
48,64,24,32,1,1,1,1,1,0,1,1,1,1,0,1,261.6362237,227.8004021,204.9040524,22.99995356,19.10373496,6.34447992,261.8273463,228.7232878,205.4976918,22.93453494,19.12294743,6.341412657
49,64,24,32,1,1,1,1,1,0,1,1,1,1,1,0,444.3754317,270.6570653,197.8345982,17.76323078,21.96911874,13.45908544,443.8393981,268.4810387,193.2761307,19.12697082,20.71596001,10.37590155
50,16,24,32,1,1,1,1,1,1,1,1,1,1,1,1,208.9569294,219.4197123,264.3473122,7.508268509,5.26305613,4.734983073,210.161586,220.1501806,265.1945669,6.853047521,5.301017208,5.179966023
51,16,24,32,1,1,1,1,1,1,0,1,1,1,1,1,208.6033535,218.7080892,265.3067469,12.38907672,13.25296022,8.366351181,209.4415349,217.5123089,268.091275,4.670189094,11.93220247,12.89843432
52,16,24,32,1,1,1,1,1,1,1,0,1,1,1,1,208.6013769,218.7090285,265.3063462,12.38955951,13.25406389,8.347132059,209.4388481,217.5147374,268.0970049,4.666538805,11.91556187,12.88690301
53,16,24,32,1,1,1,1,1,1,1,1,0,1,1,1,209.5005634,219.3040147,264.1203308,7.946086236,9.106778443,10.50781665,212.4961397,220.0566426,263.5624566,12.50524611,4.086947823,10.48034891
54,16,24,32,1,1,1,1,1,1,1,1,1,0,1,1,209.5013348,219.2968592,264.1235329,7.946683211,9.106305658,10.50239835,212.5006536,220.0494769,263.5634723,12.5097574,4.091257457,10.47760205
55,16,24,32,1,1,1,1,1,1,1,1,1,1,0,1,208.7236047,220.1562841,263.9930373,12.71942226,6.956227247,8.856375317,208.3625676,222.3125934,264.9392202,11.46150394,11.88959424,4.543925206
56,16,24,32,1,1,1,1,1,1,1,1,1,1,1,0,208.7178034,220.1541599,263.9976026,12.74150769,7.004498623,8.858179428,208.3606785,222.3156542,264.9432185,11.50294199,11.92158508,4.541436116
57,16,24,32,0,1,1,1,1,1,1,1,1,1,1,1,208.1239387,216.6341262,267.4405807,4.985001065,12.13057058,12.87648282,209.8906432,219.2627059,266.2009418,12.16433619,13.07938716,8.764452941
58,16,24,32,0,1,1,1,1,1,0,1,1,1,1,1,233.7114321,358.5772541,326.3916764,13.83996034,19.79029297,20.17558449,237.9739403,360.5127092,328.6288674,16.48397515,18.49754339,20.91130071
59,16,24,32,0,1,1,1,1,1,1,0,1,1,1,1,207.840672,213.6475977,269.9872239,10.70383299,39.00254817,32.11219289,209.2017969,214.3742511,270.7121931,10.62847826,38.79602212,32.08100522
60,16,24,32,0,1,1,1,1,1,1,1,0,1,1,1,203.734405,216.4123687,272.5931445,34.75924661,74.67072065,78.29529381,214.3364287,214.4755979,266.8072606,41.70458969,72.0296775,77.93255502
61,16,24,32,0,1,1,1,1,1,1,1,1,0,1,1,211.0470212,214.2116968,268.7100737,13.21851743,9.79509755,14.86137438,214.5189002,215.0634904,268.1900725,16.93637211,4.349372918,15.05942101
62,16,24,32,0,1,1,1,1,1,1,1,1,1,0,1,204.6358236,219.7330506,267.6340128,69.79577072,76.17075866,40.80688196,210.4302114,228.4127317,259.7216285,73.12868945,76.64410201,35.60529696
63,16,24,32,0,1,1,1,1,1,1,1,1,1,1,0,207.0944299,217.175734,267.8863517,4.64098277,13.43414721,14.23364455,208.9189252,219.9285625,266.4999736,12.42845123,14.32241602,10.34149043
64,16,24,32,1,0,1,1,1,1,1,1,1,1,1,1,208.1305895,216.6387274,267.4338344,4.999497065,12.07522118,12.820215,209.8942442,219.2626197,266.1980008,12.15236868,13.06286401,8.699203012
65,16,24,32,1,0,1,1,1,1,0,1,1,1,1,1,207.8373513,213.6412794,269.9948654,10.70403811,39.07749344,32.18307908,209.1984277,214.3662524,270.7342743,10.62888277,38.86016908,32.15305602
66,16,24,32,1,0,1,1,1,1,1,0,1,1,1,1,232.3860266,358.6264445,326.0626056,13.10881357,18.8442691,18.26413027,236.9888641,360.0894512,328.554679,16.00004604,16.68527722,19.53472463
67,16,24,32,1,0,1,1,1,1,1,1,0,1,1,1,210.0845409,215.6324033,267.0389522,10.97547912,9.688537844,13.11470683,213.3727204,216.3461517,266.2744182,15.06779457,3.675503649,13.07077559
68,16,24,32,1,0,1,1,1,1,1,1,1,0,1,1,203.6147576,216.322846,272.6202422,35.08918966,75.50849478,79.10497434,214.2307698,214.3001603,266.6808131,41.96244209,72.84688269,78.71287454
69,16,24,32,1,0,1,1,1,1,1,1,1,1,0,1,207.0892714,217.1772438,267.8818785,4.614964362,13.35523417,14.1702207,208.9216262,219.9372057,266.5060813,12.4509577,14.30868031,10.29421708
70,16,24,32,1,0,1,1,1,1,1,1,1,1,1,0,204.7266191,219.7928326,267.672321,69.54081655,75.82467186,40.50050179,210.4661361,228.4328636,259.820697,72.8645735,76.29941893,35.28083696
71,16,24,32,1,1,0,1,1,1,1,1,1,1,1,1,210.9235529,219.0007559,263.2768633,12.15919245,4.095496061,9.665619746,210.4885593,219.9656944,265.2075529,7.431181313,9.190489387,9.45871791
72,16,24,32,1,1,0,1,1,1,0,1,1,1,1,1,211.8572999,214.2101904,266.736794,38.98410683,70.85699248,75.61836877,204.6654308,217.7069707,274.0833012,31.5578343,72.92247675,75.66367283
73,16,24,32,1,1,0,1,1,1,1,0,1,1,1,1,214.3169538,210.8351884,272.5619513,22.33979261,5.756332585,21.50620929,214.2004883,211.508357,275.0147357,20.03283085,10.95119725,21.42847701
74,16,24,32,1,1,0,1,1,1,1,1,0,1,1,1,256.4978942,207.5890193,432.4571584,28.09734093,16.17005746,25.49685461,261.5380007,215.283435,434.7278528,28.90729833,20.1219539,22.28562112
75,16,24,32,1,1,0,1,1,1,1,1,1,0,1,1,212.364294,219.3800009,261.7784344,21.84349985,8.249522083,26.55453448,213.7410138,220.2846799,262.3967472,21.90956754,8.230536779,26.40852848
76,16,24,32,1,1,0,1,1,1,1,1,1,1,0,1,215.1593011,215.9196731,264.0091696,70.06135524,30.29737995,67.93640652,210.9142319,224.1294856,261.5761233,69.7727942,36.30145348,65.23729143
77,16,24,32,1,1,0,1,1,1,1,1,1,1,1,0,208.9776049,220.3663937,263.6433229,13.13621234,7.582669921,8.977536967,208.5659998,222.5856617,264.5767055,11.92293491,12.40892497,4.470099968
78,16,24,32,1,1,1,0,1,1,1,1,1,1,1,1,210.9155137,219.0021504,263.2810941,12.156537,4.10257153,9.662762779,210.4837068,219.9630166,265.2132899,7.435710562,9.18965419,9.469265891
79,16,24,32,1,1,1,0,1,1,0,1,1,1,1,1,211.904412,213.2175673,269.3372482,21.85436957,5.52335063,20.89717541,211.1466798,214.1938716,271.7430123,18.50169665,11.273404,20.55773356
80,16,24,32,1,1,1,0,1,1,1,0,1,1,1,1,212.0723825,213.5728064,266.7403289,42.49877979,73.53863555,79.40669999,204.0651341,217.3491533,274.1014054,35.18882634,75.63433081,79.31287631
81,16,24,32,1,1,1,0,1,1,1,1,0,1,1,1,212.382277,219.3839629,261.7808874,21.91872733,8.250168716,26.61755615,213.7451652,220.290172,262.3912791,21.95499099,8.233354036,26.46430125
82,16,24,32,1,1,1,0,1,1,1,1,1,0,1,1,256.2329097,206.650609,432.0231446,28.90887019,15.89500277,26.30496244,261.5786394,215.0735119,434.4452098,29.78950489,20.40691749,23.08612847
83,16,24,32,1,1,1,0,1,1,1,1,1,1,0,1,208.9790599,220.3602768,263.6456274,13.11809434,7.533610031,8.980068455,208.5594956,222.5670553,264.5767032,11.86644996,12.35958731,4.470901649
84,16,24,32,1,1,1,0,1,1,1,1,1,1,1,0,214.9772244,216.1615624,263.9470613,68.06477678,29.4779496,65.8851478,211.0242022,224.2186604,261.796272,67.86527706,35.55571099,63.25134146
85,16,24,32,1,1,1,1,0,1,1,1,1,1,1,1,207.2047373,221.4641756,264.1271848,11.25556855,11.63869291,4.385283253,209.9795027,220.9039153,264.7582827,11.97981269,6.703185141,8.923575843
86,16,24,32,1,1,1,1,0,1,0,1,1,1,1,1,208.479333,227.8085222,259.4005903,69.12199935,71.92070456,32.10338343,205.9170422,221.0333552,268.0755456,65.06138364,70.69924351,37.2316303
87,16,24,32,1,1,1,1,0,1,1,0,1,1,1,1,208.0083082,219.1225985,265.4716014,12.61263979,14.21048693,9.612559528,208.7904471,217.8281582,268.3692071,4.405547486,12.91354696,13.91055481
88,16,24,32,1,1,1,1,0,1,1,1,0,1,1,1,209.845756,223.8587944,260.1223692,70.74048728,36.74478056,65.97207261,216.9516453,217.3216178,263.9079103,70.30463487,30.49595236,68.18989964
89,16,24,32,1,1,1,1,0,1,1,1,1,0,1,1,207.5210299,221.9361418,263.5327036,12.01837401,12.52904146,4.283112929,210.3793284,221.275416,264.183932,12.6763368,7.764170896,9.126383063
90,16,24,32,1,1,1,1,0,1,1,1,1,1,0,1,319.2313619,316.5280494,292.8237646,23.34686595,23.30925532,13.23701441,322.2821327,319.1789052,298.5581524,19.27278065,22.71779486,17.24200966
91,16,24,32,1,1,1,1,0,1,1,1,1,1,1,0,204.9779531,223.2987272,264.3660876,37.48308722,31.37944283,8.199563203,206.1954673,224.1296067,265.1313489,37.22809532,31.27179768,8.161700096
92,16,24,32,1,1,1,1,1,0,1,1,1,1,1,1,207.2116007,221.475262,264.1286776,11.30743372,11.69191042,4.382944997,209.9773256,220.8998108,264.761853,11.98121089,6.746430058,8.927825118
93,16,24,32,1,1,1,1,1,0,0,1,1,1,1,1,207.9901367,219.1253609,265.4730918,12.60469388,14.26975471,9.777897022,208.7742978,217.8475647,268.3924515,4.416992355,13.0664587,14.05108632
94,16,24,32,1,1,1,1,1,0,1,0,1,1,1,1,208.393669,227.8184901,259.2121401,70.03245937,73.2095519,33.39440074,205.7073756,221.0163154,268.194877,65.94078312,72.0381099,38.48084305
95,16,24,32,1,1,1,1,1,0,1,1,0,1,1,1,207.5131157,221.9188135,263.536665,11.99363692,12.49483758,4.280394354,210.3761721,221.2665419,264.1856826,12.66971216,7.73245733,9.121565903
96,16,24,32,1,1,1,1,1,0,1,1,1,0,1,1,209.932736,223.9277892,260.3124999,69.19513153,36.16380362,64.35369635,216.7786051,217.5143854,263.8745646,68.69893833,29.8641282,66.52696969
97,16,24,32,1,1,1,1,1,0,1,1,1,1,0,1,204.971197,223.3066587,264.3569353,37.57258413,31.47180901,8.199882348,206.1994527,224.1542124,265.1229623,37.33003704,31.37363775,8.161888373
98,16,24,32,1,1,1,1,1,0,1,1,1,1,1,0,319.3687789,316.8517175,294.1119915,21.41739609,21.61578068,13.63336818,322.2627327,319.2463825,299.5272885,18.22708314,21.29478323,17.27704332
99,32,24,96,1,1,1,1,1,1,1,1,1,1,1,1,256.8133399,184.1429782,254.7951593,5.060454169,4.559407227,1.804348993,257.5234233,184.7216612,254.978346,4.573861912,4.301715324,2.449711767
100,32,24,96,1,1,1,1,1,1,0,1,1,1,1,1,256.5032455,183.5768357,255.5898699,8.778935977,10.97702618,6.808259938,257.3967638,182.4502339,256.8592782,4.283609631,9.232543553,9.188104795
101,32,24,96,1,1,1,1,1,1,1,0,1,1,1,1,256.5083807,183.5815298,255.578427,8.7814517,10.99174216,6.82490184,257.4007162,182.4549895,256.8517164,4.281507004,9.245512069,9.202097589
102,32,24,96,1,1,1,1,1,1,1,1,0,1,1,1,257.3156486,184.1275211,254.2212759,5.888828389,7.740238739,8.341171311,259.465763,184.782863,252.9278209,9.733972738,3.414060028,7.722341577
103,32,24,96,1,1,1,1,1,1,1,1,1,0,1,1,257.3156597,184.1342914,254.2178354,5.928018145,7.745750583,8.369881797,259.4643412,184.7857916,252.9189888,9.748997861,3.408063027,7.750178382
104,32,24,96,1,1,1,1,1,1,1,1,1,1,0,1,256.6411848,184.5283109,254.8680042,9.066727506,4.784871101,4.593601978,256.0758359,186.1014419,255.6416978,7.511965671,8.8119929,3.618609832
105,32,24,96,1,1,1,1,1,1,1,1,1,1,1,0,256.6384828,184.5309828,254.8678693,9.056376708,4.785324728,4.592129396,256.0792661,186.1073787,255.6386189,7.5214935,8.819581328,3.619438661
106,32,24,96,0,1,1,1,1,1,1,1,1,1,1,1,256.5620529,181.5810737,257.0870321,4.41606134,9.785467616,9.474834387,257.1147926,183.9868869,256.0638841,8.618596256,11.25745278,7.349541149
107,32,24,96,0,1,1,1,1,1,0,1,1,1,1,1,303.5573757,292.3252307,350.2635385,9.829336137,16.01284025,14.7879238,306.1649649,293.8035369,351.138323,11.2684938,13.94694735,14.68437817
108,32,24,96,0,1,1,1,1,1,1,0,1,1,1,1,256.7297385,178.0415187,259.4134171,8.016111571,40.9145318,35.14078191,257.471086,178.7615002,259.4635511,7.947206608,40.78903665,35.11593725
109,32,24,96,0,1,1,1,1,1,1,1,0,1,1,1,252.9973143,182.1302008,261.9617606,25.24680965,58.03753208,60.46116933,260.1915908,180.8560521,256.2610055,30.0553227,56.10088342,60.0791383
110,32,24,96,0,1,1,1,1,1,1,1,1,0,1,1,258.3230502,180.3694354,257.0767281,14.22027033,8.404609312,15.24656785,260.9715103,181.1417873,256.0300293,16.48928032,4.226769251,15.13228124
111,32,24,96,0,1,1,1,1,1,1,1,1,1,0,1,254.36129,183.9962934,258.2329294,52.00249048,55.5073599,26.81601698,257.0958167,189.8499553,253.2145334,53.94211802,55.74435763,24.36752582
112,32,24,96,0,1,1,1,1,1,1,1,1,1,1,0,256.4856976,181.5843468,257.1897317,4.386004768,9.972780817,9.698317869,257.0459617,183.9982456,256.1380788,8.654774411,11.39352114,7.598011011
113,32,24,96,1,0,1,1,1,1,1,1,1,1,1,1,256.5626349,181.5862684,257.0811919,4.417507267,9.777326959,9.464177147,257.1153722,183.9899182,256.0608434,8.617922474,11.25708019,7.340957188
114,32,24,96,1,0,1,1,1,1,0,1,1,1,1,1,256.7320913,178.0281072,259.4121938,8.021070989,40.91023792,35.1348029,257.4766335,178.7618642,259.4620886,7.948609764,40.77903262,35.10718219
115,32,24,96,1,0,1,1,1,1,1,0,1,1,1,1,303.1543924,292.177362,350.2256183,8.230508383,14.33357783,12.94248238,305.8883009,293.6468723,351.0647735,10.55019309,12.64041976,13.0033971
116,32,24,96,1,0,1,1,1,1,1,1,0,1,1,1,257.4494851,183.0002292,254.8779059,8.456215429,8.091880608,10.41947747,259.8546694,183.5803891,253.4696296,11.84019916,3.113106346,9.967078694
117,32,24,96,1,0,1,1,1,1,1,1,1,0,1,1,252.145263,182.0813249,262.905759,28.82931956,64.6775444,67.45116114,260.0746613,180.0911954,256.208806,33.43834416,62.5911954,67.0451432
118,32,24,96,1,0,1,1,1,1,1,1,1,1,0,1,256.4865873,181.5947462,257.1907501,4.404149476,9.970755833,9.673731292,257.0448178,183.9941857,256.1345843,8.630889233,11.42307001,7.583268623
119,32,24,96,1,0,1,1,1,1,1,1,1,1,1,0,254.531478,183.9497136,258.0588843,50.22000659,53.05882877,24.80724823,257.229759,189.7449271,253.3379957,52.18586446,53.42087917,22.32151801
120,32,24,96,1,1,0,1,1,1,1,1,1,1,1,1,258.4977897,183.9902032,253.0053909,9.543475443,3.535854921,7.246350241,257.7890916,184.7623215,254.4706464,5.584768891,7.749799539,7.8875574
121,32,24,96,1,1,0,1,1,1,0,1,1,1,1,1,258.4461719,180.2013967,255.9615197,31.52286383,61.31574383,65.00548453,252.430241,183.7362714,262.5798996,26.67176567,63.04701643,65.33636663
122,32,24,96,1,1,0,1,1,1,1,0,1,1,1,1,259.0392651,181.3528638,254.586722,15.89519659,3.3093549,14.33232437,258.05441,182.2156284,256.1534665,13.6505056,8.512995371,14.65937632
123,32,24,96,1,1,0,1,1,1,1,1,0,1,1,1,292.9491789,182.474089,450.5222206,11.71867927,5.057281013,11.49265508,294.3171407,184.0220154,450.2713502,11.26265596,6.555322472,9.988421781
124,32,24,96,1,1,0,1,1,1,1,1,1,0,1,1,260.0389408,184.858239,250.4460327,20.46555616,6.932708405,24.71117364,260.7855486,185.6217108,250.4808345,20.48223088,6.93035992,24.67018355
125,32,24,96,1,1,0,1,1,1,1,1,1,1,0,1,261.4409147,181.2381019,253.0035581,59.90294574,23.9061661,58.27204755,257.653141,188.1239933,251.7800565,59.82545576,28.81610028,57.38524695
126,32,24,96,1,1,0,1,1,1,1,1,1,1,1,0,256.8283113,184.7232187,254.5282383,9.623934537,5.60797695,4.749238778,256.1639974,186.3872223,255.3276381,8.118251948,9.535769746,3.644929724
127,32,24,96,1,1,1,0,1,1,1,1,1,1,1,1,258.5008603,183.9879211,253.0060458,9.558054779,3.533223213,7.266165064,257.789887,184.7577026,254.4728738,5.612242728,7.752044544,7.905826764
128,32,24,96,1,1,1,0,1,1,0,1,1,1,1,1,259.8219015,180.5616914,255.8704205,19.07191856,3.856643586,17.6088704,258.5017528,181.3399036,257.1083412,17.03466801,8.722622216,17.70684925
129,32,24,96,1,1,1,0,1,1,1,0,1,1,1,1,258.5280325,179.758977,255.9957463,34.61464772,64.3846279,68.86399768,251.7644543,183.6461951,262.8676191,29.82979642,66.15084956,69.14648491
130,32,24,96,1,1,1,0,1,1,1,1,0,1,1,1,260.0422625,184.8607536,250.4500928,20.46509481,6.931873256,24.70625132,260.7760421,185.6251767,250.4806086,20.47235482,6.931984758,24.66221358
131,32,24,96,1,1,1,0,1,1,1,1,1,0,1,1,292.6307966,179.3393677,445.9729779,25.5644996,16.97952843,20.37477858,289.2605555,173.7067481,445.2466088,24.05423218,14.19772519,21.93428047
132,32,24,96,1,1,1,0,1,1,1,1,1,1,0,1,256.8382442,184.7207261,254.5307232,9.651729308,5.67266494,4.761127194,256.1746026,186.3902063,255.3287852,8.148508924,9.569077095,3.642688006
